일자,계(명),국내발생(명),해외유입(명),사망,0-9세,10-19세,20-29세,30-39세,40-49세,50-59세,60-69세,70-79세,80세이상
2022-08-09,"149,833 ","149,255 ",578 ,40 ,"11,077 ","13,513 ","24,224 ","22,974 ","23,885 ","23,279 ","17,008 ","9,312 ","4,561 "
2022-08-10,"151,706 ","151,102 ",604 ,50 ,"11,157 ","14,673 ","26,080 ","22,755 ","22,259 ","21,947 ","17,645 ","9,631 ","5,559 "
2022-08-11,"137,136 ","136,635 ",501 ,58 ,"10,746 ","13,801 ","24,354 ","20,072 ","19,601 ","19,646 ","16,023 ","8,440 ","4,453 "
2022-08-12,"128,634 ","128,179 ",455 ,57 ,"10,335 ","12,843 ","20,946 ","18,252 ","18,459 ","18,872 ","15,824 ","8,510 ","4,593 "
2022-08-13,"124,515 ","124,053 ",462 ,66 ,"10,664 ","12,313 ","18,792 ","17,055 ","17,901 ","18,317 ","15,999 ","8,697 ","4,777 "
2022-08-14,"119,508 ","119,060 ",448 ,57 ,"11,280 ","11,859 ","16,198 ","15,771 ","17,334 ","17,918 ","15,761 ","8,669 ","4,718 "
2022-08-15,"62,032 ","61,643 ",389 ,50 ,"7,030 ","6,496 ","8,601 ","9,049 ","9,421 ","8,492 ","7,100 ","3,667 ","2,176 "
2022-08-16,"84,076 ","83,621 ",455 ,37 ,"8,229 ","8,072 ","12,239 ","13,383 ","13,608 ","12,236 ","9,356 ","4,551 ","2,402 "
2022-08-17,"180,728 ","180,168 ",560 ,42 ,"13,470 ","17,047 ","27,761 ","27,393 ","28,027 ","27,101 ","21,699 ","12,071 ","6,159 "
2022-08-18,"178,479 ","177,853 ",626 ,61 ,"14,622 ","18,785 ","28,321 ","25,883 ","25,068 ","24,846 ","21,658 ","12,172 ","7,124 "
2022-08-19,"138,741 ","138,279 ",462 ,82 ,"11,111 ","15,022 ","22,133 ","19,622 ","19,497 ","19,384 ","17,178 ","9,589 ","5,205 "
2022-08-20,"129,333 ","128,849 ",484 ,83 ,"11,248 ","14,867 ","19,264 ","17,075 ","17,713 ","17,890 ","16,368 ","9,484 ","5,424 "
2022-08-21,"110,886 ","110,493 ",393 ,64 ,"9,847 ","12,042 ","14,916 ","14,466 ","15,621 ","16,021 ","15,035 ","8,362 ","4,576 "
2022-08-22,"59,006 ","58,605 ",401 ,64 ,"6,981 ","7,266 ","8,052 ","8,663 ","8,548 ","7,476 ","6,577 ","3,363 ","2,080 "
2022-08-23,"150,182 ","149,690 ",492 ,52 ,"13,398 ","18,396 ","20,167 ","21,178 ","22,536 ","21,232 ","17,696 ","10,148 ","5,431 "
2022-08-24,"139,269 ","138,820 ",449 ,63 ,"11,912 ","16,289 ","19,801 ","19,236 ","19,610 ","19,025 ","17,141 ","10,032 ","6,223 "
2022-08-25,"113,329 ","112,963 ",366 ,107 ,"9,662 ","12,730 ","16,572 ","15,912 ","16,383 ","15,574 ","14,137 ","7,921 ","4,438 "
2022-08-26,"101,094 ","100,743 ",351 ,81 ,"9,123 ","12,199 ","13,872 ","13,391 ","13,904 ","14,196 ","12,938 ","7,338 ","4,133 "
2022-08-27,"95,553 ","95,163 ",390 ,85 ,"8,705 ","12,152 ","12,234 ","11,894 ","12,924 ","13,068 ","12,632 ","7,570 ","4,374 "
2022-08-28,"85,212 ","84,848 ",364 ,69 ,"8,084 ","9,906 ","10,307 ","10,628 ","11,994 ","12,145 ","11,618 ","6,827 ","3,703 "
2022-08-29,"43,100 ","42,749 ",351 ,48 ,"5,346 ","5,849 ","5,404 ","6,287 ","6,333 ","5,265 ","4,656 ","2,432 ","1,528 "
2022-08-30,"115,592 ","115,212 ",380 ,71 ,"10,807 ","15,915 ","14,048 ","15,536 ","17,262 ","16,121 ","13,441 ","8,171 ","4,291 "
2022-08-31,"103,901 ","103,445 ",456 ,75 ,"8,734 ","12,577 ","13,588 ","14,098 ","15,086 ","14,205 ","13,180 ","7,832 ","4,601 "
2022-09-01,"81,543 ","81,249 ",294 ,110 ,"6,076 ","8,763 ","10,913 ","11,500 ","12,422 ","11,812 ","10,578 ","5,963 ","3,516 "
2022-09-02,"89,536 ","89,216 ",320 ,63 ,"9,123 ","12,334 ","11,490 ","11,365 ","12,535 ","11,755 ","11,049 ","6,241 ","3,644 "
2022-09-03,"79,698 ","79,379 ",319 ,74 ,"7,174 ","10,764 ","9,567 ","10,007 ","11,092 ","10,993 ","10,474 ","6,175 ","3,452 "
2022-09-04,"72,099 ","71,864 ",235 ,77 ,"6,690 ","9,125 ","8,089 ","8,962 ","10,370 ","10,100 ","9,746 ","5,709 ","3,308 "
2022-09-05,"37,519 ","37,240 ",279 ,55 ,"4,564 ","5,323 ","4,442 ","5,208 ","5,570 ","4,705 ","4,091 ","2,275 ","1,341 "
2022-09-06,"99,793 ","99,517 ",276 ,43 ,"8,904 ","14,458 ","11,719 ","13,345 ","15,266 ","13,709 ","11,716 ","7,154 ","3,522 "
2022-09-07,"85,486 ","85,155 ",331 ,54 ,"7,316 ","10,491 ","10,634 ","11,327 ","12,540 ","11,628 ","10,945 ","6,436 ","4,169 "
2022-09-08,"72,612 ","72,394 ",218 ,64 ,"6,155 ","8,813 ","9,203 ","9,689 ","10,859 ","9,675 ","9,369 ","5,666 ","3,183 "
2022-09-09,"69,376 ","69,102 ",274 ,67 ,"5,832 ","8,705 ","8,090 ","8,353 ","9,652 ","9,576 ","9,941 ","5,824 ","3,403 "
2022-09-10,"42,677 ","42,446 ",231 ,47 ,"3,892 ","5,070 ","4,680 ","5,178 ","5,982 ","6,216 ","6,207 ","3,347 ","2,105 "
2022-09-11,"28,186 ","27,963 ",223 ,47 ,"2,407 ","3,354 ","3,366 ","3,497 ","3,942 ","3,867 ","4,003 ","2,356 ","1,394 "
2022-09-12,"36,911 ","36,710 ",201 ,21 ,"3,566 ","4,618 ","4,405 ","5,094 ","5,799 ","5,008 ","4,408 ","2,527 ","1,486 "
2022-09-13,"57,271 ","57,005 ",266 ,34 ,"5,318 ","7,371 ","7,362 ","8,555 ","9,418 ","7,638 ","6,273 ","3,327 ","2,009 "
2022-09-14,"93,945 ","93,633 ",312 ,60 ,"7,408 ","12,112 ","12,625 ","13,093 ","14,821 ","12,790 ","10,616 ","6,759 ","3,721 "
2022-09-15,"71,436 ","71,091 ",345 ,70 ,"5,464 ","8,629 ","9,943 ","9,879 ","10,707 ","9,671 ","8,543 ","5,281 ","3,319 "
2022-09-16,"51,837 ","51,497 ",340 ,58 ,"3,875 ","6,060 ","7,608 ","7,015 ","7,613 ","6,952 ","6,431 ","3,908 ","2,375 "
2022-09-17,"43,422 ","43,147 ",275 ,56 ,"3,438 ","5,295 ","6,146 ","5,918 ","5,860 ","5,807 ","5,539 ","3,347 ","2,072 "
2022-09-18,"34,728 ","34,493 ",235 ,46 ,"2,735 ","4,179 ","4,408 ","4,351 ","4,867 ","4,929 ","4,841 ","2,751 ","1,667 "
2022-09-19,"19,378 ","19,101 ",277 ,39 ,"2,087 ","2,436 ","2,701 ","2,802 ","2,854 ","2,385 ","2,161 ","1,193 ",759 
2022-09-20,"47,879 ","47,568 ",311 ,24 ,"4,033 ","6,531 ","6,364 ","6,585 ","7,108 ","6,601 ","5,496 ","3,358 ","1,803 "
2022-09-21,"41,251 ","40,931 ",320 ,57 ,"3,171 ","5,063 ","5,805 ","5,589 ","5,816 ","5,512 ","5,253 ","3,053 ","1,989 "
2022-09-22,"32,986 ","32,732 ",254 ,58 ,"2,602 ","3,805 ","4,786 ","4,676 ","4,676 ","4,432 ","4,177 ","2,419 ","1,413 "
2022-09-23,"29,083 ","28,785 ",298 ,68 ,"2,266 ","3,524 ","3,957 ","3,879 ","4,162 ","3,924 ","3,765 ","2,240 ","1,366 "
2022-09-24,"29,324 ","29,029 ",295 ,63 ,"2,361 ","3,763 ","3,788 ","3,644 ","4,136 ","3,940 ","3,879 ","2,377 ","1,436 "
2022-09-25,"25,757 ","25,515 ",242 ,72 ,"1,998 ","3,044 ","3,231 ","3,347 ","3,732 ","3,634 ","3,490 ","2,092 ","1,189 "
2022-09-26,"14,149 ","13,935 ",214 ,33 ,"1,476 ","1,900 ","1,814 ","2,080 ","2,129 ","1,789 ","1,507 ",895 ,559 
2022-09-27,"39,391 ","39,090 ",301 ,26 ,"3,094 ","5,256 ","5,186 ","5,537 ","5,963 ","5,406 ","4,623 ","2,815 ","1,511 "
2022-09-28,"36,119 ","35,745 ",374 ,45 ,"2,633 ","4,389 ","5,102 ","5,020 ","5,161 ","4,977 ","4,565 ","2,567 ","1,705 "
2022-09-29,"30,845 ","30,600 ",245 ,46 ,"2,188 ","3,490 ","4,402 ","4,361 ","4,565 ","4,271 ","3,977 ","2,231 ","1,360 "
2022-09-30,"28,484 ","28,211 ",273 ,41 ,"2,185 ","3,496 ","3,767 ","3,636 ","3,962 ","4,076 ","3,870 ","2,222 ","1,270 "
2022-10-01,"26,942 ","26,646 ",296 ,38 ,"2,098 ","3,221 ","3,485 ","3,518 ","3,717 ","3,678 ","3,739 ","2,154 ","1,332 "
2022-10-02,"23,572 ","23,332 ",240 ,44 ,"1,813 ","2,708 ","2,836 ","2,934 ","3,348 ","3,390 ","3,342 ","2,027 ","1,174 "
2022-10-03,"12,141 ","12,010 ",131 ,20 ,"1,222 ","1,526 ","1,538 ","1,709 ","1,830 ","1,591 ","1,390 ",830 ,505 
2022-10-04,"16,412 ","16,306 ",106 ,19 ,"1,518 ","2,108 ","2,175 ","2,557 ","2,527 ","2,141 ","1,847 ",951 ,588 
2022-10-05,"34,716 ","34,647 ",69 ,16 ,"2,408 ","4,308 ","4,700 ","4,960 ","5,154 ","4,765 ","4,298 ","2,715 ","1,408 "
2022-10-06,"28,632 ","28,550 ",82 ,28 ,"1,886 ","3,108 ","3,899 ","3,962 ","4,165 ","4,061 ","3,788 ","2,314 ","1,449 "
2022-10-07,"22,279 ","22,225 ",54 ,41 ,"1,675 ","2,442 ","3,065 ","3,035 ","3,056 ","3,162 ","3,081 ","1,751 ","1,012 "
2022-10-08,"19,419 ","19,359 ",60 ,31 ,"1,302 ","2,214 ","2,494 ","2,463 ","2,683 ","2,695 ","2,863 ","1,765 ",940 
2022-10-09,"17,645 ","17,584 ",61 ,29 ,"1,227 ","1,925 ","2,217 ","2,212 ","2,425 ","2,586 ","2,547 ","1,555 ",951 
2022-10-10,"8,968 ","8,921 ",47 ,23 ,850 ,"1,101 ","1,120 ","1,304 ","1,342 ","1,197 ","1,041 ",629 ,384 
2022-10-11,"15,460 ","15,365 ",95 ,10 ,"1,225 ","1,849 ","2,113 ","2,349 ","2,431 ","2,208 ","1,767 ",943 ,575 
2022-10-12,"30,509 ","30,439 ",70 ,15 ,"2,046 ","3,787 ","4,117 ","4,338 ","4,631 ","4,279 ","3,763 ","2,373 ","1,175 "
2022-10-13,"26,925 ","26,858 ",67 ,25 ,"1,852 ","2,996 ","3,718 ","3,718 ","3,924 ","3,743 ","3,548 ","2,132 ","1,294 "
2022-10-14,"23,571 ","23,511 ",60 ,36 ,"1,577 ","2,627 ","3,061 ","3,337 ","3,504 ","3,412 ","3,214 ","1,778 ","1,061 "
2022-10-15,"22,824 ","22,771 ",53 ,24 ,"1,517 ","2,632 ","2,947 ","3,041 ","3,205 ","3,240 ","3,171 ","1,944 ","1,127 "
2022-10-16,"21,453 ","21,366 ",87 ,32 ,"1,393 ","2,418 ","2,552 ","2,810 ","2,977 ","3,277 ","3,057 ","1,808 ","1,161 "
2022-10-17,"11,021 ","10,940 ",81 ,10 ,956 ,"1,380 ","1,443 ","1,689 ","1,728 ","1,441 ","1,228 ",673 ,483 
2022-10-18,"33,215 ","33,128 ",87 ,5 ,"2,165 ","4,336 ","4,227 ","4,931 ","5,149 ","4,777 ","3,931 ","2,390 ","1,309 "
2022-10-19,"29,485 ","29,413 ",72 ,42 ,"1,806 ","3,451 ","3,731 ","4,024 ","4,405 ","4,265 ","3,932 ","2,364 ","1,507 "
2022-10-20,"25,365 ","25,312 ",53 ,23 ,"1,570 ","2,694 ","3,244 ","3,612 ","3,827 ","3,756 ","3,477 ","1,972 ","1,213 "
2022-10-21,"24,725 ","24,667 ",58 ,29 ,"1,669 ","2,779 ","3,038 ","3,340 ","3,559 ","3,622 ","3,444 ","1,978 ","1,296 "
2022-10-22,"26,890 ","26,842 ",48 ,22 ,"1,676 ","3,223 ","3,241 ","3,663 ","3,906 ","3,813 ","3,719 ","2,266 ","1,383 "
2022-10-23,"26,233 ","26,167 ",66 ,16 ,"1,634 ","3,057 ","2,898 ","3,497 ","3,888 ","3,978 ","3,639 ","2,265 ","1,377 "
2022-10-24,"14,296 ","14,242 ",54 ,10 ,"1,246 ","1,865 ","1,814 ","2,171 ","2,285 ","1,869 ","1,539 ",865 ,642 
2022-10-25,"43,734 ","43,662 ",72 ,16 ,"2,895 ","5,932 ","5,483 ","6,469 ","6,780 ","6,195 ","5,066 ","3,230 ","1,684 "
2022-10-26,"40,811 ","40,731 ",80 ,25 ,"2,552 ","4,918 ","5,165 ","5,797 ","5,932 ","5,716 ","5,299 ","3,190 ","2,242 "
2022-10-27,"34,969 ","34,914 ",55 ,26 ,"2,205 ","3,969 ","4,516 ","4,862 ","5,305 ","5,041 ","4,642 ","2,688 ","1,741 "
2022-10-28,"35,912 ","35,852 ",60 ,30 ,"2,221 ","4,342 ","4,612 ","4,955 ","5,227 ","5,127 ","4,868 ","2,746 ","1,814 "
2022-10-29,"37,307 ","37,251 ",56 ,31 ,"2,324 ","4,626 ","4,576 ","4,846 ","5,355 ","5,438 ","5,118 ","3,035 ","1,989 "
2022-10-30,"34,490 ","34,444 ",46 ,28 ,"2,054 ","4,104 ","4,132 ","4,481 ","5,148 ","4,961 ","4,769 ","2,895 ","1,946 "
2022-10-31,"18,500 ","18,444 ",56 ,17 ,"1,584 ","2,525 ","2,387 ","2,841 ","2,888 ","2,326 ","1,973 ","1,130 ",846 
2022-11-01,"58,354 ","58,286 ",68 ,31 ,"3,667 ","8,099 ","7,693 ","8,592 ","9,107 ","8,005 ","6,757 ","4,146 ","2,288 "
2022-11-02,"54,729 ","54,652 ",77 ,30 ,"3,331 ","6,615 ","7,467 ","7,756 ","7,981 ","7,656 ","6,805 ","4,165 ","2,953 "
2022-11-03,"46,874 ","46,819 ",55 ,41 ,"2,905 ","5,131 ","6,340 ","6,688 ","7,108 ","6,755 ","6,161 ","3,588 ","2,198 "
2022-11-04,"43,430 ","43,380 ",50 ,34 ,"2,772 ","5,021 ","5,734 ","5,810 ","6,162 ","6,385 ","5,987 ","3,391 ","2,168 "
2022-11-05,"40,887 ","40,831 ",56 ,40 ,"2,602 ","4,810 ","5,147 ","5,347 ","5,717 ","5,915 ","5,619 ","3,378 ","2,352 "
2022-11-06,"36,658 ","36,592 ",66 ,18 ,"2,321 ","4,077 ","4,386 ","4,900 ","5,285 ","5,435 ","5,150 ","3,092 ","2,012 "
2022-11-07,"18,661 ","18,601 ",60 ,18 ,"1,630 ","2,269 ","2,432 ","2,878 ","2,961 ","2,439 ","2,048 ","1,142 ",862 
2022-11-08,"62,258 ","62,206 ",52 ,29 ,"3,982 ","7,975 ","8,218 ","9,199 ","9,804 ","8,637 ","7,476 ","4,500 ","2,467 "
2022-11-09,"62,459 ","62,417 ",42 ,58 ,"3,752 ","7,330 ","8,616 ","8,760 ","9,167 ","8,787 ","7,950 ","4,576 ","3,521 "
2022-11-10,"55,343 ","55,293 ",50 ,51 ,"3,312 ","6,021 ","7,689 ","7,942 ","8,374 ","8,000 ","7,116 ","4,107 ","2,782 "
2022-11-11,"54,495 ","54,446 ",49 ,40 ,"3,339 ","6,195 ","7,253 ","7,573 ","7,887 ","7,863 ","7,306 ","4,256 ","2,823 "
2022-11-12,"54,303 ","54,245 ",58 ,45 ,"3,145 ","6,382 ","6,938 ","7,221 ","7,735 ","7,856 ","7,427 ","4,465 ","3,134 "
2022-11-13,"48,442 ","48,389 ",53 ,48 ,"3,008 ","5,342 ","5,830 ","6,366 ","6,978 ","7,215 ","6,903 ","4,103 ","2,697 "
2022-11-14,"23,747 ","23,693 ",54 ,43 ,"1,985 ","2,907 ","3,069 ","3,594 ","3,783 ","3,135 ","2,663 ","1,503 ","1,108 "
2022-11-15,"72,859 ","72,809 ",50 ,39 ,"4,627 ","8,567 ","9,711 ","10,780 ","11,537 ","10,721 ","8,707 ","5,211 ","2,998 "
2022-11-16,"66,562 ","66,495 ",67 ,46 ,"4,015 ","7,126 ","8,929 ","9,450 ","9,818 ","9,492 ","8,653 ","5,245 ","3,834 "
2022-11-17,"55,410 ","55,371 ",39 ,67 ,"3,486 ","5,507 ","7,437 ","7,966 ","8,342 ","8,215 ","7,461 ","4,223 ","2,773 "
2022-11-18,"49,391 ","49,326 ",65 ,60 ,"3,147 ","4,630 ","6,512 ","6,838 ","7,293 ","7,179 ","7,013 ","4,171 ","2,608 "
2022-11-19,"50,559 ","50,509 ",50 ,64 ,"3,223 ","5,346 ","6,397 ","6,741 ","7,173 ","7,536 ","7,107 ","4,208 ","2,828 "
2022-11-20,"45,994 ","45,936 ",58 ,41 ,"2,929 ","4,476 ","5,629 ","6,175 ","6,790 ","6,933 ","6,742 ","3,791 ","2,529 "
2022-11-21,"23,072 ","23,011 ",61 ,35 ,"2,009 ","2,626 ","3,167 ","3,632 ","3,576 ","3,106 ","2,569 ","1,369 ","1,018 "
2022-11-22,"72,852 ","72,771 ",81 ,43 ,"4,556 ","8,101 ","10,194 ","11,068 ","11,505 ","10,713 ","8,646 ","5,024 ","3,045 "
2022-11-23,"70,295 ","70,226 ",69 ,53 ,"4,152 ","7,379 ","9,994 ","10,179 ","10,479 ","9,902 ","9,028 ","5,169 ","4,013 "
2022-11-24,"59,063 ","59,008 ",55 ,59 ,"3,497 ","6,138 ","8,417 ","8,845 ","8,703 ","8,841 ","7,818 ","4,073 ","2,731 "
2022-11-25,"53,681 ","53,643 ",38 ,53 ,"3,400 ","5,842 ","7,421 ","7,686 ","7,770 ","7,766 ","7,077 ","3,987 ","2,732 "
2022-11-26,"52,773 ","52,711 ",62 ,51 ,"3,433 ","5,946 ","6,737 ","7,258 ","7,416 ","7,638 ","7,307 ","4,156 ","2,882 "
2022-11-27,"47,006 ","46,936 ",70 ,39 ,"3,018 ","5,025 ","5,949 ","6,453 ","6,902 ","7,009 ","6,487 ","3,823 ","2,340 "
2022-11-28,"22,311 ","22,259 ",52 ,44 ,"1,889 ","2,703 ","3,093 ","3,520 ","3,547 ","2,858 ","2,407 ","1,250 ","1,044 "
2022-11-29,"71,460 ","71,376 ",84 ,41 ,"4,680 ","9,023 ","9,796 ","10,795 ","11,218 ","10,173 ","8,211 ","4,851 ","2,713 "
2022-11-30,"67,390 ","67,307 ",83 ,51 ,"4,185 ","7,801 ","9,221 ","9,717 ","9,954 ","9,469 ","8,305 ","4,791 ","3,947 "
2022-12-01,"57,055 ","57,012 ",43 ,62 ,"3,576 ","6,270 ","8,266 ","8,470 ","8,639 ","8,272 ","7,130 ","3,892 ","2,540 "
2022-12-02,"52,970 ","52,915 ",55 ,52 ,"3,261 ","6,239 ","7,346 ","7,547 ","7,857 ","7,732 ","6,760 ","3,714 ","2,514 "
2022-12-03,"52,847 ","52,792 ",55 ,48 ,"3,321 ","6,318 ","7,122 ","7,289 ","7,459 ","7,749 ","6,941 ","3,859 ","2,789 "
2022-12-04,"46,544 ","46,475 ",69 ,60 ,"3,040 ","5,265 ","5,860 ","6,463 ","7,009 ","6,846 ","6,279 ","3,526 ","2,256 "
2022-12-05,"23,150 ","23,070 ",80 ,39 ,"1,958 ","2,877 ","3,241 ","3,670 ","3,810 ","2,993 ","2,361 ","1,253 ",987 
2022-12-06,"77,582 ","77,498 ",84 ,22 ,"4,857 ","10,092 ","10,952 ","12,077 ","12,442 ","11,055 ","8,565 ","4,836 ","2,706 "
2022-12-07,"74,692 ","74,633 ",59 ,54 ,"4,498 ","8,909 ","10,887 ","11,087 ","11,090 ","10,595 ","8,829 ","4,849 ","3,948 "
2022-12-08,"65,231 ","65,183 ",48 ,61 ,"4,011 ","7,616 ","9,557 ","9,988 ","9,987 ","9,317 ","7,912 ","4,015 ","2,828 "
2022-12-09,"62,710 ","62,660 ",50 ,67 ,"3,912 ","7,296 ","8,857 ","9,047 ","9,200 ","9,162 ","8,037 ","4,330 ","2,869 "
2022-12-10,"62,719 ","62,658 ",61 ,54 ,"3,797 ","7,513 ","8,298 ","8,924 ","8,932 ","9,208 ","8,224 ","4,504 ","3,319 "
2022-12-11,"54,293 ","54,241 ",52 ,40 ,"3,419 ","6,111 ","6,928 ","7,590 ","8,110 ","8,072 ","7,271 ","4,073 ","2,719 "
2022-12-12,"25,653 ","25,590 ",63 ,30 ,"2,187 ","3,147 ","3,423 ","4,074 ","4,155 ","3,402 ","2,819 ","1,401 ","1,045 "
2022-12-13,"86,819 ","86,763 ",56 ,29 ,"5,232 ","10,621 ","11,850 ","13,909 ","14,025 ","12,920 ","9,755 ","5,392 ","3,115 "
2022-12-14,"84,546 ","84,473 ",73 ,44 ,"5,014 ","9,628 ","11,748 ","12,977 ","12,919 ","12,175 ","10,273 ","5,428 ","4,384 "
2022-12-15,"70,139 ","70,101 ",38 ,58 ,"4,252 ","7,698 ","10,042 ","10,969 ","10,989 ","10,394 ","8,585 ","4,357 ","2,853 "
2022-12-16,"66,930 ","66,848 ",82 ,66 ,"4,022 ","7,403 ","8,932 ","10,073 ","10,266 ","10,052 ","8,624 ","4,462 ","3,096 "
2022-12-17,"66,904 ","66,847 ",57 ,54 ,"4,019 ","7,733 ","8,712 ","9,818 ","9,879 ","10,001 ","8,809 ","4,665 ","3,268 "
2022-12-18,"58,833 ","58,748 ",85 ,41 ,"3,503 ","6,526 ","7,192 ","8,507 ","9,114 ","9,172 ","8,065 ","4,160 ","2,594 "
2022-12-19,"26,608 ","26,527 ",81 ,37 ,"2,126 ","3,134 ","3,505 ","4,453 ","4,441 ","3,593 ","2,914 ","1,443 ",999 
2022-12-20,"87,521 ","87,448 ",73 ,56 ,"5,181 ","10,803 ","11,565 ","14,275 ","14,501 ","13,073 ","9,906 ","5,442 ","2,775 "
2022-12-21,"88,143 ","88,074 ",69 ,56 ,"4,991 ","9,983 ","12,116 ","13,751 ","13,790 ","12,832 ","10,509 ","5,811 ","4,360 "
2022-12-22,"75,716 ","75,643 ",73 ,61 ,"4,234 ","8,468 ","10,471 ","12,004 ","11,829 ","11,412 ","9,410 ","4,758 ","3,130 "
2022-12-23,"68,141 ","68,046 ",95 ,62 ,"4,011 ","7,677 ","9,332 ","10,426 ","10,538 ","10,237 ","8,758 ","4,354 ","2,808 "
2022-12-24,"66,182 ","66,116 ",66 ,69 ,"3,890 ","7,543 ","8,771 ","9,767 ","10,008 ","9,945 ","8,805 ","4,405 ","3,048 "
2022-12-25,"58,402 ","58,338 ",64 ,45 ,"3,509 ","6,469 ","7,269 ","8,497 ","9,239 ","9,110 ","7,911 ","3,830 ","2,568 "
2022-12-26,"25,523 ","25,456 ",67 ,42 ,"1,892 ","2,973 ","3,397 ","4,178 ","4,173 ","3,632 ","2,808 ","1,442 ","1,028 "
2022-12-27,"87,573 ","87,507 ",66 ,48 ,"4,726 ","11,043 ","11,947 ","13,978 ","14,235 ","12,966 ","10,009 ","5,601 ","3,068 "
2022-12-28,"87,480 ","87,424 ",56 ,69 ,"4,607 ","10,785 ","12,403 ","13,263 ","13,150 ","12,680 ","10,517 ","5,722 ","4,353 "
2022-12-29,"71,392 ","71,320 ",72 ,75 ,"3,924 ","8,483 ","10,576 ","10,753 ","10,984 ","10,242 ","8,791 ","4,667 ","2,972 "
2022-12-30,"65,194 ","65,125 ",69 ,68 ,"3,534 ","7,507 ","9,334 ","9,618 ","9,754 ","9,447 ","8,451 ","4,568 ","2,981 "
2022-12-31,"63,086 ","63,019 ",67 ,61 ,"3,332 ","6,882 ","8,522 ","8,953 ","9,313 ","9,372 ","8,650 ","4,684 ","3,378 "
2023-01-01,"57,492 ","57,384 ",108 ,63 ,"2,833 ","6,041 ","7,496 ","8,397 ","8,759 ","8,911 ","8,033 ","4,259 ","2,763 "
2023-01-02,"22,720 ","22,684 ",36 ,53 ,"1,534 ","2,459 ","3,114 ","3,651 ","3,803 ","3,149 ","2,628 ","1,395 ",987 
2023-01-03,"81,027 ","80,966 ",61 ,29 ,"3,731 ","8,119 ","11,868 ","13,365 ","13,388 ","12,351 ","9,678 ","5,501 ","3,026 "
2023-01-04,"78,540 ","78,380 ",160 ,53 ,"3,570 ","7,614 ","11,824 ","12,302 ","11,838 ","11,783 ","9,934 ","5,550 ","4,125 "
2023-01-05,"64,075 ","63,887 ",188 ,64 ,"3,170 ","6,328 ","9,720 ","9,790 ","9,764 ","9,456 ","8,224 ","4,657 ","2,966 "
2023-01-06,"56,920 ","56,666 ",254 ,73 ,"2,892 ","5,521 ","8,266 ","8,281 ","8,520 ","8,613 ","7,666 ","4,451 ","2,710 "
2023-01-07,"53,770 ","53,552 ",218 ,60 ,"2,579 ","4,956 ","7,550 ","7,786 ","8,018 ","8,045 ","7,287 ","4,361 ","3,188 "
2023-01-08,"46,737 ","46,606 ",131 ,33 ,"2,370 ","4,304 ","6,151 ","6,481 ","7,048 ","7,327 ","6,842 ","3,775 ","2,439 "
2023-01-09,"19,081 ","18,971 ",110 ,35 ,"1,360 ","1,918 ","2,677 ","3,117 ","3,129 ","2,662 ","2,158 ","1,208 ",852 
2023-01-10,"60,019 ","59,934 ",85 ,44 ,"2,725 ","5,015 ","8,569 ","9,739 ","9,697 ","9,262 ","7,656 ","4,614 ","2,742 "
2023-01-11,"54,315 ","54,202 ",113 ,75 ,"2,523 ","4,524 ","7,862 ","8,327 ","8,058 ","8,081 ","7,279 ","4,294 ","3,367 "
2023-01-12,"43,919 ","43,795 ",124 ,70 ,"2,233 ","3,668 ","6,660 ","6,767 ","6,617 ","6,509 ","5,816 ","3,369 ","2,280 "
2023-01-13,"39,700 ","39,564 ",136 ,49 ,"2,108 ","3,211 ","5,729 ","5,930 ","6,013 ","5,924 ","5,429 ","3,219 ","2,137 "
2023-01-14,"36,676 ","36,578 ",98 ,45 ,"1,943 ","2,742 ","4,991 ","5,395 ","5,293 ","5,773 ","5,235 ","3,110 ","2,194 "
2023-01-15,"32,549 ","32,448 ",101 ,36 ,"1,744 ","2,438 ","4,210 ","4,624 ","4,960 ","5,071 ","4,836 ","2,808 ","1,858 "
2023-01-16,"14,127 ","14,065 ",62 ,34 ,"1,065 ","1,078 ","1,887 ","2,438 ","2,301 ","1,933 ","1,696 ",957 ,772 
2023-01-17,"40,169 ","40,078 ",91 ,30 ,"2,082 ","2,720 ","5,756 ","6,581 ","6,513 ","6,187 ","5,224 ","3,213 ","1,893 "
2023-01-18,"36,883 ","36,807 ",76 ,42 ,"1,908 ","2,551 ","5,220 ","5,634 ","5,320 ","5,600 ","5,138 ","3,095 ","2,417 "
2023-01-19,"29,800 ","29,738 ",62 ,47 ,"1,692 ","2,232 ","4,275 ","4,570 ","4,424 ","4,404 ","4,213 ","2,439 ","1,551 "
2023-01-20,"27,375 ","27,285 ",90 ,30 ,"1,525 ","1,992 ","3,708 ","3,944 ","4,058 ","4,110 ","4,108 ","2,311 ","1,619 "
2023-01-21,"27,637 ","27,553 ",84 ,51 ,"1,528 ","1,951 ","3,434 ","3,745 ","3,936 ","4,355 ","4,302 ","2,603 ","1,783 "
2023-01-22,"16,612 ","16,545 ",67 ,24 ,"1,148 ","1,123 ","2,058 ","2,365 ","2,523 ","2,536 ","2,464 ","1,393 ","1,002 "
2023-01-23,"9,210 ","9,156 ",54 ,26 ,585 ,558 ,"1,113 ","1,413 ","1,331 ","1,313 ","1,381 ",866 ,650 
