일자,계(명),국내발생(명),해외유입(명),사망,0-9세,10-19세,20-29세,30-39세,40-49세,50-59세,60-69세,70-79세,80세이상
누적(명),"34,572,554 ","34,492,629 ","79,925 ","35,605 ","3,270,282 ","4,246,977 ","5,001,143 ","5,077,726 ","5,237,546 ","4,531,012 ","3,898,836 ","2,056,083 ","1,252,949 "
2020-01-20,1 ,-,1 ,-,-,-,-,1 ,-,-,-,-,-
2020-01-21,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-22,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-23,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-24,1 ,-,1 ,-,-,-,-,-,-,1 ,-,-,-
2020-01-25,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-26,1 ,-,1 ,-,-,-,-,-,-,1 ,-,-,-
2020-01-27,1 ,-,1 ,-,-,-,-,-,-,1 ,-,-,-
2020-01-28,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-29,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-01-30,3 ,1 ,2 ,-,-,-,1 ,1 ,-,1 ,-,-,-
2020-01-31,4 ,3 ,1 ,-,-,-,2 ,-,-,1 ,1 ,-,-
2020-02-01,1 ,-,1 ,-,-,-,-,-,1 ,-,-,-,-
2020-02-02,3 ,1 ,2 ,-,-,-,1 ,-,2 ,-,-,-,-
2020-02-03,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-04,1 ,-,1 ,-,-,-,-,-,1 ,-,-,-,-
2020-02-05,5 ,3 ,2 ,-,-,-,1 ,2 ,1 ,1 ,-,-,-
2020-02-06,3 ,1 ,2 ,-,-,-,1 ,-,1 ,1 ,-,-,-
2020-02-07,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-08,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-09,3 ,1 ,2 ,-,-,-,-,1 ,-,1 ,-,1 ,-
2020-02-10,1 ,1 ,-,-,-,-,-,1 ,-,-,-,-,-
2020-02-11,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-12,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-13,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-14,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-15,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-16,2 ,2 ,-,-,-,-,-,-,-,-,1 ,-,1 
2020-02-17,0 ,-,-,-,-,-,-,-,-,-,-,-,-
2020-02-18,2 ,2 ,-,-,-,1 ,-,-,-,-,1 ,-,-
2020-02-19,34 ,34 ,-,-,-,-,8 ,3 ,4 ,11 ,4 ,4 ,-
2020-02-20,16 ,16 ,-,1 ,-,1 ,4 ,3 ,2 ,4 ,2 ,-,-
2020-02-21,74 ,74 ,-,-,-,1 ,16 ,7 ,17 ,16 ,10 ,6 ,1 
2020-02-22,190 ,190 ,-,2 ,-,5 ,24 ,19 ,28 ,59 ,47 ,7 ,1 
2020-02-23,210 ,209 ,1 ,-,1 ,4 ,53 ,21 ,37 ,51 ,30 ,10 ,3 
2020-02-24,207 ,206 ,1 ,4 ,1 ,6 ,46 ,34 ,32 ,49 ,28 ,9 ,2 
2020-02-25,130 ,129 ,1 ,1 ,-,6 ,38 ,19 ,20 ,26 ,17 ,3 ,1 
2020-02-26,253 ,252 ,1 ,2 ,1 ,7 ,78 ,32 ,32 ,43 ,43 ,12 ,5 
2020-02-27,449 ,447 ,2 ,1 ,6 ,20 ,167 ,49 ,59 ,80 ,42 ,21 ,5 
2020-02-28,427 ,427 ,-,1 ,4 ,24 ,114 ,59 ,66 ,87 ,44 ,19 ,10 
2020-02-29,909 ,909 ,-,3 ,6 ,24 ,302 ,108 ,134 ,149 ,120 ,41 ,25 
2020-03-01,595 ,593 ,2 ,1 ,7 ,42 ,200 ,66 ,81 ,103 ,63 ,24 ,9 
2020-03-02,686 ,684 ,2 ,6 ,5 ,29 ,181 ,82 ,113 ,146 ,82 ,33 ,15 
2020-03-03,600 ,599 ,1 ,5 ,3 ,37 ,179 ,73 ,81 ,118 ,65 ,32 ,12 
2020-03-04,516 ,516 ,-,4 ,-,29 ,158 ,53 ,79 ,100 ,47 ,35 ,15 
2020-03-05,438 ,437 ,1 ,3 ,4 ,25 ,154 ,27 ,54 ,74 ,53 ,30 ,17 
2020-03-06,518 ,518 ,-,7 ,7 ,35 ,148 ,33 ,43 ,89 ,65 ,54 ,44 
2020-03-07,483 ,483 ,-,2 ,7 ,34 ,154 ,33 ,54 ,70 ,65 ,43 ,23 
2020-03-08,367 ,366 ,1 ,6 ,6 ,33 ,103 ,32 ,34 ,64 ,48 ,26 ,21 
2020-03-09,248 ,247 ,1 ,1 ,8 ,18 ,60 ,18 ,30 ,42 ,38 ,29 ,5 
2020-03-10,131 ,131 ,-,3 ,1 ,12 ,21 ,11 ,25 ,26 ,13 ,16 ,6 
2020-03-11,242 ,239 ,3 ,6 ,8 ,12 ,25 ,15 ,52 ,56 ,31 ,29 ,14 
2020-03-12,114 ,112 ,2 ,6 ,1 ,7 ,21 ,8 ,18 ,25 ,12 ,14 ,8 
2020-03-13,110 ,107 ,3 ,1 ,1 ,9 ,13 ,12 ,16 ,28 ,13 ,9 ,9 
2020-03-14,107 ,102 ,5 ,5 ,4 ,3 ,15 ,10 ,16 ,27 ,15 ,9 ,8 
2020-03-15,76 ,72 ,4 ,3 ,2 ,3 ,12 ,9 ,9 ,17 ,12 ,10 ,2 
2020-03-16,74 ,70 ,4 ,-,2 ,5 ,13 ,7 ,6 ,17 ,12 ,5 ,7 
2020-03-17,84 ,79 ,5 ,6 ,1 ,4 ,17 ,7 ,17 ,16 ,10 ,8 ,4 
2020-03-18,93 ,80 ,13 ,3 ,1 ,2 ,12 ,17 ,7 ,14 ,25 ,3 ,12 
2020-03-19,152 ,135 ,17 ,7 ,5 ,5 ,16 ,13 ,10 ,27 ,21 ,20 ,35 
2020-03-20,87 ,73 ,14 ,3 ,6 ,8 ,7 ,7 ,12 ,14 ,19 ,6 ,8 
2020-03-21,147 ,126 ,21 ,8 ,1 ,6 ,15 ,7 ,10 ,16 ,19 ,21 ,52 
2020-03-22,98 ,77 ,21 ,2 ,2 ,3 ,16 ,9 ,19 ,19 ,13 ,6 ,11 
2020-03-23,64 ,46 ,18 ,7 ,2 ,-,21 ,8 ,7 ,11 ,7 ,4 ,4 
2020-03-24,76 ,46 ,30 ,9 ,3 ,7 ,22 ,3 ,6 ,14 ,7 ,9 ,5 
2020-03-25,100 ,42 ,58 ,6 ,-,7 ,34 ,23 ,12 ,7 ,9 ,3 ,5 
2020-03-26,104 ,56 ,48 ,5 ,1 ,13 ,35 ,12 ,6 ,14 ,8 ,5 ,10 
2020-03-27,91 ,57 ,34 ,8 ,2 ,8 ,24 ,5 ,4 ,14 ,8 ,14 ,12 
2020-03-28,146 ,90 ,56 ,5 ,1 ,5 ,34 ,19 ,22 ,28 ,31 ,2 ,4 
2020-03-29,105 ,38 ,67 ,8 ,2 ,7 ,35 ,15 ,14 ,19 ,8 ,3 ,2 
2020-03-30,78 ,35 ,43 ,6 ,1 ,5 ,28 ,9 ,5 ,14 ,8 ,5 ,3 
2020-03-31,125 ,88 ,37 ,4 ,-,3 ,25 ,10 ,16 ,37 ,18 ,11 ,5 
2020-04-01,101 ,56 ,45 ,3 ,3 ,4 ,28 ,14 ,11 ,14 ,10 ,7 ,10 
2020-04-02,89 ,43 ,46 ,4 ,3 ,3 ,22 ,16 ,11 ,15 ,12 ,5 ,2 
2020-04-03,86 ,37 ,49 ,5 ,2 ,6 ,30 ,9 ,13 ,9 ,9 ,5 ,3 
2020-04-04,94 ,53 ,41 ,3 ,1 ,2 ,27 ,14 ,8 ,10 ,17 ,10 ,5 
2020-04-05,81 ,31 ,50 ,6 ,2 ,5 ,28 ,17 ,12 ,6 ,7 ,3 ,1 
2020-04-06,47 ,25 ,22 ,2 ,2 ,7 ,15 ,3 ,5 ,2 ,5 ,5 ,3 
2020-04-07,47 ,23 ,24 ,6 ,-,2 ,15 ,6 ,7 ,3 ,10 ,3 ,1 
2020-04-08,53 ,23 ,30 ,7 ,-,4 ,13 ,9 ,5 ,7 ,8 ,3 ,4 
2020-04-09,39 ,13 ,26 ,4 ,2 ,4 ,12 ,7 ,7 ,1 ,3 ,-,3 
2020-04-10,27 ,17 ,10 ,4 ,1 ,1 ,7 ,5 ,2 ,4 ,4 ,2 ,1 
2020-04-11,30 ,16 ,14 ,3 ,1 ,5 ,6 ,2 ,2 ,6 ,7 ,-,1 
2020-04-12,32 ,9 ,23 ,3 ,-,3 ,12 ,5 ,2 ,4 ,3 ,3 ,-
2020-04-13,25 ,10 ,15 ,3 ,2 ,1 ,9 ,3 ,1 ,2 ,5 ,1 ,1 
2020-04-14,27 ,11 ,16 ,5 ,-,3 ,7 ,4 ,4 ,3 ,3 ,2 ,1 
2020-04-15,27 ,13 ,14 ,3 ,-,4 ,10 ,4 ,3 ,2 ,1 ,2 ,1 
2020-04-16,22 ,11 ,11 ,4 ,3 ,3 ,5 ,1 ,2 ,3 ,2 ,1 ,2 
2020-04-17,22 ,7 ,15 ,1 ,1 ,4 ,9 ,3 ,1 ,2 ,1 ,1 ,-
2020-04-18,18 ,9 ,9 ,2 ,2 ,-,9 ,1 ,1 ,2 ,1 ,1 ,1 
2020-04-19,8 ,2 ,6 ,2 ,-,2 ,3 ,1 ,-,1 ,-,-,1 
2020-04-20,13 ,6 ,7 ,2 ,-,3 ,5 ,2 ,-,3 ,-,-,-
2020-04-21,9 ,4 ,5 ,1 ,-,2 ,1 ,-,1 ,3 ,-,1 ,1 
2020-04-22,11 ,5 ,6 ,1 ,-,1 ,3 ,1 ,4 ,-,1 ,1 ,-
2020-04-23,8 ,4 ,4 ,2 ,-,1 ,2 ,1 ,1 ,1 ,-,1 ,1 
2020-04-24,6 ,4 ,2 ,-,-,1 ,1 ,1 ,-,1 ,1 ,-,1 
2020-04-25,10 ,5 ,5 ,-,1 ,1 ,3 ,1 ,2 ,-,2 ,-,-
2020-04-26,10 ,1 ,9 ,2 ,1 ,-,3 ,5 ,1 ,-,-,-,-
2020-04-27,10 ,3 ,7 ,1 ,-,2 ,3 ,4 ,1 ,-,-,-,-
2020-04-28,14 ,2 ,12 ,1 ,-,2 ,5 ,2 ,1 ,2 ,1 ,1 ,-
2020-04-29,9 ,4 ,5 ,2 ,-,-,3 ,2 ,3 ,1 ,-,-,-
2020-04-30,4 ,-,4 ,1 ,-,-,1 ,2 ,1 ,-,-,-,-
2020-05-01,9 ,1 ,8 ,1 ,-,-,5 ,1 ,2 ,-,-,-,1 
2020-05-02,6 ,-,6 ,2 ,-,-,3 ,1 ,1 ,-,1 ,-,-
2020-05-03,13 ,3 ,10 ,-,-,1 ,2 ,3 ,2 ,-,2 ,1 ,2 
2020-05-04,8 ,-,8 ,2 ,-,-,2 ,1 ,3 ,-,2 ,-,-
2020-05-05,3 ,-,3 ,2 ,-,-,-,1 ,1 ,1 ,-,-,-
2020-05-06,2 ,-,2 ,1 ,-,-,-,1 ,-,-,1 ,-,-
2020-05-07,4 ,1 ,3 ,1 ,-,1 ,2 ,1 ,-,-,-,-,-
2020-05-08,12 ,1 ,11 ,-,1 ,-,1 ,7 ,2 ,-,1 ,-,-
2020-05-09,18 ,17 ,1 ,-,-,2 ,12 ,3 ,-,1 ,-,-,-
2020-05-10,34 ,26 ,8 ,-,-,3 ,19 ,3 ,4 ,2 ,2 ,1 ,-
2020-05-11,35 ,29 ,6 ,-,-,1 ,21 ,8 ,4 ,-,1 ,-,-
2020-05-12,27 ,22 ,5 ,2 ,1 ,4 ,10 ,6 ,2 ,3 ,-,-,1 
2020-05-13,26 ,22 ,4 ,1 ,1 ,1 ,13 ,5 ,2 ,1 ,1 ,1 ,1 
2020-05-14,29 ,26 ,3 ,1 ,-,11 ,14 ,3 ,1 ,-,-,-,-
2020-05-15,27 ,22 ,5 ,-,2 ,3 ,11 ,4 ,2 ,1 ,2 ,2 ,-
2020-05-16,19 ,9 ,10 ,2 ,2 ,2 ,7 ,3 ,1 ,1 ,3 ,-,-
2020-05-17,13 ,6 ,7 ,-,-,1 ,5 ,2 ,3 ,1 ,-,1 ,-
2020-05-18,15 ,5 ,10 ,1 ,-,1 ,3 ,4 ,5 ,1 ,1 ,-,-
2020-05-19,13 ,9 ,4 ,-,1 ,-,5 ,-,-,3 ,3 ,1 ,-
2020-05-20,32 ,24 ,8 ,-,-,7 ,12 ,4 ,6 ,1 ,1 ,1 ,-
2020-05-21,12 ,10 ,2 ,1 ,-,4 ,3 ,2 ,3 ,-,-,-,-
2020-05-22,20 ,11 ,9 ,-,1 ,2 ,8 ,4 ,2 ,2 ,-,1 ,-
2020-05-23,23 ,19 ,4 ,2 ,-,1 ,2 ,6 ,1 ,9 ,3 ,-,1 
2020-05-24,25 ,17 ,8 ,-,-,2 ,4 ,4 ,7 ,4 ,3 ,1 ,-
2020-05-25,16 ,13 ,3 ,1 ,-,1 ,3 ,3 ,2 ,5 ,2 ,-,-
2020-05-26,19 ,16 ,3 ,2 ,1 ,1 ,3 ,4 ,3 ,4 ,1 ,2 ,-
2020-05-27,40 ,37 ,3 ,-,3 ,2 ,8 ,6 ,3 ,6 ,8 ,3 ,1 
2020-05-28,79 ,68 ,11 ,-,2 ,4 ,15 ,26 ,14 ,12 ,6 ,-,-
2020-05-29,58 ,55 ,3 ,-,1 ,6 ,12 ,9 ,10 ,9 ,8 ,-,3 
2020-05-30,39 ,27 ,12 ,-,1 ,5 ,9 ,2 ,4 ,10 ,4 ,1 ,3 
2020-05-31,27 ,15 ,12 ,1 ,-,-,9 ,7 ,4 ,6 ,1 ,-,-
2020-06-01,35 ,30 ,5 ,1 ,1 ,2 ,2 ,4 ,6 ,13 ,5 ,2 ,-
2020-06-02,38 ,36 ,2 ,1 ,-,2 ,5 ,3 ,2 ,9 ,11 ,5 ,1 
2020-06-03,49 ,46 ,3 ,1 ,1 ,2 ,5 ,6 ,5 ,9 ,15 ,6 ,-
2020-06-04,39 ,33 ,6 ,-,1 ,1 ,5 ,3 ,2 ,10 ,9 ,6 ,2 
2020-06-05,39 ,34 ,5 ,-,1 ,1 ,5 ,2 ,4 ,6 ,10 ,7 ,3 
2020-06-06,51 ,43 ,8 ,-,3 ,1 ,2 ,6 ,11 ,8 ,9 ,8 ,3 
2020-06-07,57 ,53 ,4 ,-,1 ,6 ,3 ,6 ,8 ,11 ,12 ,8 ,2 
2020-06-08,37 ,32 ,5 ,-,1 ,1 ,5 ,2 ,5 ,6 ,11 ,3 ,3 
2020-06-09,38 ,35 ,3 ,1 ,-,-,3 ,2 ,4 ,10 ,9 ,5 ,5 
2020-06-10,50 ,43 ,7 ,2 ,1 ,2 ,6 ,9 ,1 ,7 ,16 ,7 ,1 
2020-06-11,45 ,40 ,5 ,-,1 ,3 ,6 ,10 ,4 ,10 ,5 ,5 ,1 
2020-06-12,56 ,43 ,13 ,1 ,-,3 ,11 ,8 ,2 ,16 ,13 ,2 ,1 
2020-06-13,48 ,43 ,5 ,-,-,2 ,9 ,1 ,3 ,9 ,8 ,6 ,10 
2020-06-14,34 ,31 ,3 ,-,-,-,8 ,3 ,6 ,7 ,8 ,1 ,1 
2020-06-15,37 ,24 ,13 ,-,2 ,-,5 ,5 ,11 ,6 ,4 ,3 ,1 
2020-06-16,34 ,21 ,13 ,1 ,2 ,1 ,3 ,4 ,4 ,6 ,8 ,6 ,-
2020-06-17,43 ,31 ,12 ,1 ,2 ,1 ,8 ,14 ,2 ,7 ,3 ,5 ,1 
2020-06-18,59 ,51 ,8 ,1 ,1 ,1 ,10 ,4 ,6 ,9 ,13 ,7 ,8 
2020-06-19,49 ,32 ,17 ,-,-,2 ,8 ,9 ,3 ,12 ,11 ,3 ,1 
2020-06-20,67 ,36 ,31 ,-,2 ,4 ,9 ,13 ,8 ,12 ,13 ,3 ,3 
2020-06-21,48 ,40 ,8 ,-,-,1 ,5 ,10 ,5 ,8 ,10 ,6 ,3 
2020-06-22,17 ,11 ,6 ,-,-,1 ,3 ,4 ,1 ,5 ,2 ,1 ,-
2020-06-23,46 ,16 ,30 ,1 ,3 ,-,5 ,9 ,9 ,8 ,7 ,4 ,1 
2020-06-24,51 ,30 ,21 ,-,2 ,1 ,3 ,14 ,12 ,10 ,5 ,2 ,2 
2020-06-25,28 ,23 ,5 ,1 ,1 ,2 ,1 ,9 ,2 ,6 ,5 ,2 ,-
2020-06-26,39 ,26 ,13 ,-,1 ,1 ,8 ,10 ,5 ,5 ,6 ,1 ,2 
2020-06-27,51 ,31 ,20 ,-,1 ,2 ,14 ,10 ,6 ,5 ,7 ,4 ,2 
2020-06-28,62 ,40 ,22 ,-,2 ,3 ,12 ,13 ,9 ,6 ,13 ,3 ,1 
2020-06-29,42 ,30 ,12 ,-,3 ,1 ,9 ,5 ,6 ,5 ,12 ,1 ,-
2020-06-30,42 ,22 ,20 ,-,2 ,4 ,10 ,6 ,8 ,6 ,3 ,3 ,-
2020-07-01,51 ,36 ,15 ,-,-,2 ,4 ,12 ,2 ,17 ,6 ,7 ,1 
2020-07-02,54 ,44 ,10 ,-,2 ,2 ,8 ,6 ,2 ,14 ,12 ,7 ,1 
2020-07-03,61 ,49 ,12 ,-,1 ,10 ,10 ,10 ,6 ,7 ,10 ,4 ,3 
2020-07-04,63 ,36 ,27 ,1 ,3 ,2 ,12 ,16 ,8 ,8 ,9 ,2 ,3 
2020-07-05,61 ,43 ,18 ,-,3 ,3 ,8 ,9 ,11 ,7 ,14 ,6 ,-
2020-07-06,48 ,24 ,24 ,1 ,5 ,1 ,8 ,9 ,6 ,9 ,5 ,2 ,3 
2020-07-07,44 ,20 ,24 ,1 ,1 ,2 ,11 ,7 ,7 ,7 ,7 ,2 ,-
2020-07-08,62 ,30 ,32 ,-,1 ,3 ,11 ,11 ,15 ,9 ,5 ,6 ,1 
2020-07-09,50 ,28 ,22 ,2 ,2 ,4 ,11 ,7 ,11 ,10 ,3 ,1 ,1 
2020-07-10,45 ,23 ,22 ,1 ,3 ,3 ,10 ,9 ,5 ,8 ,3 ,3 ,1 
2020-07-11,35 ,20 ,15 ,-,1 ,-,8 ,6 ,2 ,8 ,2 ,4 ,4 
2020-07-12,44 ,21 ,23 ,1 ,2 ,6 ,4 ,13 ,5 ,3 ,9 ,1 ,1 
2020-07-13,62 ,19 ,43 ,-,3 ,4 ,18 ,15 ,9 ,4 ,5 ,3 ,1 
2020-07-14,33 ,14 ,19 ,-,2 ,2 ,6 ,5 ,3 ,6 ,4 ,4 ,1 
2020-07-15,39 ,11 ,28 ,-,1 ,1 ,4 ,8 ,9 ,9 ,7 ,-,-
2020-07-16,61 ,14 ,47 ,1 ,6 ,2 ,13 ,15 ,9 ,6 ,6 ,3 ,1 
2020-07-17,60 ,21 ,39 ,2 ,3 ,1 ,9 ,14 ,14 ,8 ,6 ,3 ,2 
2020-07-18,39 ,11 ,28 ,1 ,3 ,4 ,10 ,5 ,9 ,7 ,-,1 ,-
2020-07-19,34 ,21 ,13 ,1 ,3 ,2 ,4 ,9 ,3 ,4 ,6 ,2 ,1 
2020-07-20,26 ,4 ,22 ,1 ,2 ,2 ,8 ,6 ,4 ,2 ,1 ,-,1 
2020-07-21,45 ,20 ,25 ,-,1 ,1 ,12 ,8 ,3 ,5 ,3 ,8 ,4 
2020-07-22,63 ,29 ,34 ,1 ,-,7 ,8 ,8 ,10 ,9 ,11 ,6 ,4 
2020-07-23,59 ,39 ,20 ,-,-,4 ,19 ,3 ,8 ,12 ,9 ,4 ,-
2020-07-24,41 ,28 ,13 ,1 ,1 ,1 ,3 ,5 ,6 ,8 ,11 ,4 ,2 
2020-07-25,113 ,27 ,86 ,-,1 ,1 ,13 ,38 ,34 ,14 ,8 ,2 ,2 
2020-07-26,58 ,12 ,46 ,-,-,-,4 ,13 ,15 ,18 ,5 ,1 ,2 
2020-07-27,25 ,9 ,16 ,1 ,1 ,1 ,5 ,8 ,3 ,-,2 ,4 ,1 
2020-07-28,28 ,5 ,23 ,1 ,2 ,2 ,4 ,4 ,7 ,5 ,3 ,1 ,-
2020-07-29,48 ,14 ,34 ,-,-,1 ,6 ,16 ,11 ,5 ,4 ,5 ,-
2020-07-30,18 ,7 ,11 ,-,-,-,2 ,6 ,4 ,-,6 ,-,-
2020-07-31,36 ,14 ,22 ,1 ,1 ,-,5 ,13 ,8 ,4 ,3 ,1 ,1 
2020-08-01,31 ,8 ,23 ,-,1 ,-,-,10 ,6 ,8 ,5 ,1 ,-
2020-08-02,30 ,8 ,22 ,-,2 ,-,5 ,7 ,8 ,4 ,2 ,1 ,1 
2020-08-03,23 ,3 ,20 ,-,2 ,3 ,4 ,2 ,2 ,5 ,4 ,1 ,-
2020-08-04,34 ,13 ,21 ,-,4 ,5 ,6 ,5 ,6 ,4 ,2 ,-,2 
2020-08-05,33 ,13 ,20 ,1 ,1 ,3 ,6 ,7 ,4 ,6 ,5 ,1 ,-
2020-08-06,43 ,23 ,20 ,-,-,4 ,13 ,3 ,3 ,8 ,9 ,3 ,-
2020-08-07,20 ,9 ,11 ,1 ,-,4 ,3 ,1 ,5 ,2 ,5 ,-,-
2020-08-08,43 ,30 ,13 ,1 ,1 ,1 ,7 ,4 ,4 ,10 ,13 ,3 ,-
2020-08-09,36 ,30 ,6 ,1 ,4 ,1 ,7 ,5 ,3 ,7 ,7 ,-,2 
2020-08-10,28 ,17 ,11 ,-,-,-,4 ,3 ,3 ,4 ,13 ,1 ,-
2020-08-11,34 ,23 ,11 ,-,-,-,6 ,5 ,4 ,9 ,7 ,3 ,-
2020-08-12,54 ,35 ,19 ,-,1 ,7 ,4 ,11 ,12 ,12 ,2 ,3 ,2 
2020-08-13,56 ,47 ,9 ,-,2 ,6 ,11 ,12 ,5 ,10 ,6 ,2 ,2 
2020-08-14,103 ,85 ,18 ,-,4 ,10 ,14 ,17 ,16 ,19 ,15 ,6 ,2 
2020-08-15,166 ,154 ,12 ,-,4 ,10 ,32 ,20 ,24 ,33 ,29 ,11 ,3 
2020-08-16,279 ,267 ,12 ,-,3 ,23 ,39 ,28 ,35 ,58 ,56 ,31 ,6 
2020-08-17,197 ,188 ,9 ,-,5 ,13 ,22 ,27 ,23 ,37 ,49 ,14 ,7 
2020-08-18,246 ,235 ,11 ,1 ,5 ,18 ,17 ,27 ,27 ,62 ,66 ,22 ,2 
2020-08-19,297 ,283 ,14 ,-,14 ,17 ,28 ,32 ,39 ,58 ,73 ,29 ,7 
2020-08-20,288 ,276 ,12 ,1 ,12 ,35 ,31 ,35 ,32 ,55 ,47 ,30 ,11 
2020-08-21,324 ,315 ,9 ,2 ,6 ,19 ,42 ,40 ,42 ,61 ,74 ,34 ,6 
2020-08-22,332 ,315 ,17 ,-,11 ,19 ,55 ,40 ,48 ,66 ,56 ,34 ,3 
2020-08-23,396 ,386 ,10 ,-,16 ,35 ,34 ,40 ,62 ,82 ,86 ,27 ,14 
2020-08-24,266 ,258 ,8 ,-,9 ,13 ,30 ,35 ,39 ,48 ,52 ,24 ,16 
2020-08-25,280 ,264 ,16 ,1 ,15 ,18 ,42 ,30 ,33 ,53 ,50 ,30 ,9 
2020-08-26,320 ,307 ,13 ,2 ,13 ,13 ,37 ,47 ,42 ,60 ,57 ,34 ,17 
2020-08-27,441 ,434 ,7 ,1 ,9 ,27 ,51 ,49 ,71 ,109 ,65 ,41 ,19 
2020-08-28,371 ,359 ,12 ,3 ,16 ,18 ,32 ,49 ,52 ,71 ,65 ,48 ,20 
2020-08-29,323 ,308 ,15 ,5 ,16 ,18 ,31 ,36 ,47 ,54 ,67 ,36 ,18 
2020-08-30,299 ,283 ,16 ,2 ,10 ,12 ,44 ,39 ,38 ,55 ,72 ,21 ,8 
2020-08-31,248 ,238 ,10 ,1 ,10 ,11 ,43 ,15 ,28 ,49 ,55 ,26 ,11 
2020-09-01,235 ,221 ,14 ,-,14 ,17 ,25 ,24 ,24 ,46 ,45 ,30 ,10 
2020-09-02,267 ,253 ,14 ,2 ,10 ,12 ,43 ,25 ,24 ,48 ,51 ,40 ,14 
2020-09-03,195 ,188 ,7 ,3 ,7 ,7 ,22 ,21 ,29 ,36 ,34 ,22 ,17 
2020-09-04,198 ,188 ,10 ,2 ,9 ,7 ,17 ,24 ,27 ,39 ,38 ,22 ,15 
2020-09-05,168 ,158 ,10 ,2 ,3 ,6 ,14 ,19 ,19 ,38 ,42 ,18 ,9 
2020-09-06,167 ,152 ,15 ,1 ,8 ,3 ,19 ,15 ,25 ,35 ,39 ,16 ,7 
2020-09-07,119 ,107 ,12 ,2 ,3 ,5 ,13 ,17 ,16 ,22 ,21 ,20 ,2 
2020-09-08,136 ,120 ,16 ,5 ,5 ,8 ,12 ,17 ,17 ,33 ,27 ,14 ,3 
2020-09-09,156 ,144 ,12 ,3 ,6 ,8 ,8 ,16 ,15 ,29 ,46 ,22 ,6 
2020-09-10,155 ,140 ,15 ,2 ,12 ,4 ,12 ,13 ,17 ,29 ,45 ,12 ,11 
2020-09-11,176 ,161 ,15 ,4 ,3 ,3 ,22 ,19 ,22 ,34 ,40 ,16 ,17 
2020-09-12,136 ,118 ,18 ,5 ,4 ,5 ,16 ,12 ,18 ,34 ,29 ,14 ,4 
2020-09-13,121 ,99 ,22 ,3 ,4 ,3 ,24 ,14 ,11 ,19 ,30 ,12 ,4 
2020-09-14,109 ,98 ,11 ,5 ,2 ,3 ,17 ,11 ,11 ,24 ,26 ,12 ,3 
2020-09-15,106 ,90 ,16 ,3 ,6 ,8 ,8 ,10 ,18 ,18 ,25 ,11 ,2 
2020-09-16,113 ,105 ,8 ,-,1 ,3 ,14 ,9 ,17 ,22 ,25 ,18 ,4 
2020-09-17,153 ,145 ,8 ,5 ,5 ,8 ,25 ,11 ,20 ,36 ,27 ,17 ,4 
2020-09-18,126 ,109 ,17 ,5 ,3 ,4 ,16 ,17 ,21 ,24 ,24 ,12 ,5 
2020-09-19,110 ,106 ,4 ,1 ,1 ,5 ,6 ,7 ,9 ,35 ,26 ,15 ,6 
2020-09-20,82 ,72 ,10 ,5 ,1 ,4 ,7 ,10 ,14 ,12 ,17 ,12 ,5 
2020-09-21,70 ,55 ,15 ,2 ,1 ,4 ,18 ,10 ,6 ,13 ,9 ,9 ,-
2020-09-22,61 ,50 ,11 ,3 ,1 ,2 ,6 ,10 ,10 ,16 ,10 ,5 ,1 
2020-09-23,110 ,99 ,11 ,-,4 ,4 ,9 ,10 ,14 ,23 ,19 ,22 ,5 
2020-09-24,125 ,109 ,16 ,5 ,6 ,4 ,15 ,9 ,17 ,29 ,27 ,9 ,9 
2020-09-25,114 ,95 ,19 ,2 ,5 ,3 ,12 ,14 ,15 ,19 ,22 ,14 ,10 
2020-09-26,61 ,49 ,12 ,4 ,1 ,6 ,7 ,7 ,5 ,10 ,16 ,9 ,-
2020-09-27,95 ,73 ,22 ,2 ,-,4 ,14 ,16 ,12 ,19 ,20 ,7 ,3 
2020-09-28,50 ,40 ,10 ,5 ,4 ,4 ,5 ,3 ,5 ,10 ,12 ,3 ,4 
2020-09-29,38 ,23 ,15 ,1 ,2 ,2 ,8 ,7 ,7 ,5 ,4 ,-,3 
2020-09-30,113 ,94 ,19 ,6 ,5 ,5 ,8 ,20 ,20 ,26 ,18 ,9 ,2 
2020-10-01,77 ,67 ,10 ,2 ,6 ,4 ,7 ,9 ,14 ,13 ,13 ,7 ,4 
2020-10-02,63 ,53 ,10 ,1 ,3 ,6 ,6 ,10 ,6 ,11 ,13 ,4 ,4 
2020-10-03,75 ,52 ,23 ,4 ,1 ,1 ,6 ,13 ,11 ,11 ,16 ,13 ,3 
